,filename,label
0,20230526_181735_000095.jpg,0
1,20230526_181735_000096.jpg,0
2,20230526_181735_000097.jpg,0
3,20230526_181735_000098.jpg,0
4,20230526_181735_000099.jpg,0
5,20230526_181735_000100.jpg,0
6,20230526_181735_000102.jpg,0
7,20230526_181735_000104.jpg,0
8,20230526_181735_000181.jpg,0
9,20230526_181735_000182.jpg,0
10,20230526_181735_000183.jpg,0
11,20230526_181735_000184.jpg,0
12,20230526_181735_000186.jpg,0
13,20230526_181735_000187.jpg,0
14,20230526_181735_000196.jpg,0
15,20230526_181735_000197.jpg,0
16,20230526_181735_000198.jpg,0
17,20230526_181735_000201.jpg,0
18,20230526_181735_000202.jpg,0
19,20230526_181735_000203.jpg,0
20,20230526_181735_000204.jpg,0
21,20230526_181735_000205.jpg,0
22,20230526_181735_000209.jpg,0
23,20230526_181735_000210.jpg,0
24,20230526_181735_000215.jpg,0
25,20230526_181735_000216.jpg,0
26,20230526_181735_000217.jpg,0
27,20230526_181735_000218.jpg,0
28,20230526_181735_000219.jpg,0
29,20230526_181735_000220.jpg,0
30,20230526_181735_000221.jpg,0
31,20230526_181735_000222.jpg,0
32,20230526_181735_000223.jpg,0
33,20230526_181735_000224.jpg,0
34,20230526_181735_000228.jpg,0
35,20230526_181735_000229.jpg,0
36,20230526_181735_000230.jpg,0
37,20230526_181735_000231.jpg,0
38,20230526_181735_000232.jpg,0
39,20230526_181735_000233.jpg,0
40,20230526_181735_000234.jpg,0
41,20230526_181735_000235.jpg,0
42,20230526_181735_000236.jpg,0
43,20230526_181735_000237.jpg,0
44,20230526_181735_000238.jpg,0
45,20230526_181735_000239.jpg,0
46,20230526_181735_000241.jpg,0
47,20230526_181735_000245.jpg,0
48,20230526_181735_000246.jpg,0
49,20230526_181735_000247.jpg,0
50,20230526_181735_000248.jpg,0
51,20230526_181735_000249.jpg,0
52,20230526_181735_000250.jpg,0
53,20230526_181735_000251.jpg,0
54,20230526_181735_000252.jpg,0
55,20230526_181735_000253.jpg,0
56,20230526_181735_000254.jpg,0
57,20230526_181735_000255.jpg,0
58,20230526_181735_000267.jpg,0
59,20230526_182316_000024.jpg,0
60,20230526_182316_000025.jpg,0
61,20230526_182316_000026.jpg,0
62,20230526_182316_000041.jpg,0
63,20230526_182316_000042.jpg,0
64,20230526_182316_000043.jpg,0
65,20230526_182316_000044.jpg,0
66,20230526_182316_000045.jpg,0
67,20230526_182316_000046.jpg,0
68,20230526_182316_000047.jpg,0
69,20230526_182316_000048.jpg,0
70,20230526_182316_000051.jpg,0
71,20230526_182316_000052.jpg,0
72,20230526_182316_000055.jpg,0
73,20230526_182316_000056.jpg,0
74,20230526_182316_000068.jpg,0
75,20230526_182316_000073.jpg,0
76,20230526_182316_000074.jpg,0
77,20230526_182316_000102.jpg,0
78,20230526_182316_000103.jpg,0
79,20230526_182316_000169.jpg,0
80,20230526_182316_000170.jpg,0
81,20230526_182316_000171.jpg,0
82,20230526_182316_000172.jpg,0
83,20230526_182316_000173.jpg,0
84,20230526_182316_000174.jpg,0
85,20230526_182316_000183.jpg,0
86,20230526_182316_000184.jpg,0
87,20230526_182316_000195.jpg,0
88,20230526_182316_000196.jpg,0
89,20230526_182316_000199.jpg,0
90,20230526_182316_000200.jpg,0
91,20230526_182316_000203.jpg,0
92,20230526_182316_000204.jpg,0
93,20230529_164218_000014.jpg,0
94,20230529_164218_000015.jpg,0
95,20230529_164218_000016.jpg,0
96,20230529_164218_000017.jpg,0
97,20230529_164218_000018.jpg,0
98,20230529_164218_000019.jpg,0
99,20230529_164218_000020.jpg,0
100,20230529_164218_000021.jpg,0
101,20230529_164218_000026.jpg,0
102,20230529_164218_000027.jpg,0
103,20230529_164218_000028.jpg,0
104,20230529_164218_000029.jpg,0
105,20230529_164218_000030.jpg,0
106,20230529_164218_000031.jpg,0
107,20230529_164218_000032.jpg,0
108,20230529_164218_000033.jpg,0
109,20230529_164218_000034.jpg,0
110,20230529_164218_000035.jpg,0
111,20230529_164218_000036.jpg,0
112,20230529_164218_000037.jpg,0
113,20230529_164218_000038.jpg,0
114,20230529_164218_000039.jpg,0
115,20230529_164218_000040.jpg,0
116,20230529_164218_000041.jpg,0
117,20230529_164218_000042.jpg,0
118,20230529_164218_000043.jpg,0
119,20230529_164218_000045.jpg,0
120,20230529_164218_000046.jpg,0
121,20230529_164218_000047.jpg,0
122,20230529_164218_000048.jpg,0
